name,page,house,elected,electorate,retired
"Radisich, Ms Jaye Amber",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/53E611FE67C1DD19482577E50028A784?OpenDocument#current,MLA,10 February 2001,Swan Hills,2008
"Rainsford, George Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/65FC9BF9FBE6EF10482577E50028A785?OpenDocument#current,MLC,11 February 1928,South,1934
"Randell, George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/97885183A5ACB1CC482577E50028A786?OpenDocument#current,MLA MLC,29 November 1890,Moore,1910
"Raphael, Howard Stirling",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5B81206D80889199482577E50028A788?OpenDocument#current,MLA,12 April 1930,Victoria Park,1944
"Rason, Cornthwaite Hector (William James)",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/47ED981C1FAA78B5482577E50028A789?OpenDocument#current,MLA,3 May 1897,South Murchison,1906
"Ravlich, Hon Ljiljanna Maria",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6EB4994AC29B157448257C75001F8C57?OpenDocument#current,MLC,22 May 1997,East Metropolitan,2015
"Read, John Bell",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7FF3DC28A6D04B83482577E50028A78B?OpenDocument#current,MLA,19 February 1983,Mandurah,1989
"Read, Keith John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F0AF7F07E1478B15482577E50028A78C?OpenDocument#current,MLA,4 February 1989,Murray,1993
"Read, William Raymond",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5F98A5050568EB5E482577E50028A78D?OpenDocument#current,MLA,10 February 1945,Victoria Park,1953
"Redman, Mr Donald Terrence (Terry)",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B4F22911EBB281A348257C75001F92E6?OpenDocument#current,MLA,26 February 2005,Warren-Blackwood,
"Reid, David Donald",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4649E70C1F4BBC51482577E50028A78F?OpenDocument#current,MLA,20 February 1971,Blackwood,1972
"Reid, Fergie",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/EE13753AD3F6093D482577E50028A790?OpenDocument#current,MLA,24 April 1901,Mount Burges,1904
"Reside, John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BEF059DDF7D49C89482577E50028A791?OpenDocument#current,MLA,24 April 1901,Hannans,1902
"Reynolds, Alfred George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A0F27A6E72FB4DFD482577E50028A792?OpenDocument#current,MLA,15 March 1947,Forrest,1950
"Rhatigan, John Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/52DEE8977EA67CEB482577E50028A793?OpenDocument#current,MLA,16 May 1953,Kimberley,1968
"Richardson, Alexander Robert",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CC686609CED2D8E3482577E50028A794?OpenDocument#current,MLA,4 December 1890,North,1897
"Richardson, John Elliott",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/EDB35271EC916565482577E50028A795?OpenDocument#current,MLC,16 July 1894,North,1904
"Richardson, Walter",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2BE5486691BB5F13482577E50028A796?OpenDocument#current,MLA,12 March 1921,Subiaco,1933
"Ridge, Keith Alan",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E48F361DF8C38D80482577E50028A797?OpenDocument#current,MLA,23 March 1968,Kimberley,1980
"Riebeling, Mr Fredrick (Fred)",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/8ECD1444AD3DE823482577E50028A798?OpenDocument#current,MLA,4 April 1992,Ashburton,2008
"Ripper, Mr Eric Stephen",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C43C626AD0A8F304482577E50028A799?OpenDocument#current,MLA,19 March 1988,Ascot; Belmont,2013
"Roberts, George Frederick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F1730C57211CC50E482577E50028A79A?OpenDocument#current,MLA,29 October 1955,Bunbury,1962
"Roberts, Mrs Michelle Hopkins",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6C25DB64C4093A4148257C75001F9C95?OpenDocument#current,MLA,19 March 1994,Midland,
"Robinson, Edward",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A00CE34157160D08482577E50028A79C?OpenDocument#current,MLC,16 July 1894,North,1896
"Robinson, Herbert",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BEDE04C752A7DC26482577E50028A79D?OpenDocument#current,MLA,29 September 1917,Albany,1919
"Robinson, Herbert Richard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E413F0C2CAB88815482577E50028A79E?OpenDocument#current,MLC,22 May 1962,Suburban; North Metropolitan,1968
"Robinson, Robert Thomson",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/AD94CDD168FBA40D482577E50028A79F?OpenDocument#current,MLA,21 October 1914,Canning,1921
"Robson, Richard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CFB66FA54D0FFD48482577E50028A7A0?OpenDocument#current,MLA,12 July 1899,Geraldton,1900
"Roche, Hugh Lewis",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5EC185BE86298752482577E50028A7A1?OpenDocument#current,MLC,22 May 1940,South-East,1960
"Rocke, Samuel Mat(t)hew",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/FCB25216403E3420482577E50028A7A2?OpenDocument#current,MLA,29 September 1917,South Fremantle,1921
"Rodoreda, Aloysius Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/04D1A0A4E4255039482577E50028A7A3?OpenDocument#current,MLA,8 April 1933,"Roebourne
Pilbara",1958
"Rose, Edwin",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A386A268E1FB0727482577E50028A7A4?OpenDocument#current,MLC,22 May 1916,South-West,1934
"Rowberry, Joseph Neon",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E29B24B3596931E0482577E50028A7A5?OpenDocument#current,MLA,25 January 1958,Warren,1968
"Rowe, Ms Cassandra (Cassie) Michelle",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1030A8690A18D62F482580E50024A83F?OpenDocument#current,MLA,11 March 2017,Belmont,
"Rowe, Francis James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/56060417F716B752482577E50028A7A6?OpenDocument#current,MLA,26 March 1927,North-East Fremantle,1930
"Rowe, Hon Margaret Anne Bernadette",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/8C083997815D9C81482577E50028A7A7?OpenDocument#current,MLC,22 May 2005,Agriculture,2007
"Rowe, Hon Samantha Helen",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/788688DF7F3073CE48257D230009956D?OpenDocument#current,MLC,22 May 2013,East Metropolitan,
"Runciman, Ewart Henry*",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BB90E91017143B72482577E50028A7A8?OpenDocument#current,MLA,23 June 1962,Murray,1974
"Rundle, Mr Peter James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6B4B95B79FBE6C29482580EA0022EB6E?OpenDocument#current,MLA,11 March 2017,Roe,
"Rushton, Edgar Cyril",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/30A7852F4EA4D26F482577E50028A7A9?OpenDocument#current,MLA,8 May 1965,Dale,1988
"Saffioti, Ms Rita",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/317445F0F501BA6548257C77001E6305?OpenDocument#current,MLA,6 September 2008,West Swan,
"Sampson, Richard Stanley",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/0D3DE1305688D3F9482577E50028A7AA?OpenDocument#current,MLA,12 March 1921,Swan,1944
"Sanderson, Amber-Jade",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/33A2FEE3412267BA48257CD20002A04D?OpenDocument#current,MLA MLC,5 April 2013,Morley,
"Sanderson, Archibald",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7149FA49AC44F171482577E50028A7AB?OpenDocument#current,MLC,22 May 1912,Metropolitan-Suburban,1922
"Saunders, Henry John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C645E6D4ED9A4AFD482577E50028A7AC?OpenDocument#current,MLC,16 July 1894,Metropolitan,1919
"Savage, Hon Linda Rosemary",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/69E44256FC0EB2CC4825791B00251B03?OpenDocument#current,MLC,22 March 2010,East Metropolitan,2013
"Saw, Athelstan John Henton",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2F7F1B90B70E9A68482577E50028A7AD?OpenDocument#current,MLC,6 June 1915,Metropolitan-Suburban,1929
"Sayer, William Frederic",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/89DC1402EC0C5A5C482577E50028A7AE?OpenDocument#current,MLA,24 April 1901,Claremont,1902
"Scaddan, John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/145D61E63A0F21B7482577E50028A7AF?OpenDocument#current,MLA,24 June 1904,Ivanhoe; Brown Hill-Ivanhoe; Albany; Maylands,1933
"Schell, Morton William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/898BD83770EAA9E4482577E50028A7B0?OpenDocument#current,MLA,8 February 1986,Mt Marshall,1989
"Scott, Hon Barbara Mary",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B9ECA8A31BC8B0F8482577E50028A7B1?OpenDocument#current,MLC,22 June 1993,South Metropolitan,2009
"Scott, Edward",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4D88018002A9F4AD482577E50028A7B2?OpenDocument#current,MLC,10 December 1890,Perth,1891
"Scott, Hon James (Jim) Alan",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/264B07171A3FA538482577E50028A7B3?OpenDocument#current,MLC,22 June 1993,South Metropolitan,2005
"Scott, Hon Robin David",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/216F0AEE32484912482580EA0026F3B8?OpenDocument#current,MLC,11 March 2017,Mining and Pastoral,
"Seddon, Harold",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3A120D390FE1FC94482577E50028A7B4?OpenDocument#current,MLC,22 June 1922,North-East,1954
"Seward, Harrie Stephen",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/78ED192CDF75A697482577E50028A7B5?OpenDocument#current,MLA,8 April 1933,Pingelly,1950
"Sewell, George Malakoff",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7AA48D56D213DCC3482577E50028A7B6?OpenDocument#current,MLC,18 August 1914,South-East,1916
"Sewell, William Hawkins",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/ACACA502F579C814482577E50028A7B7?OpenDocument#current,MLA,25 March 1950,Geraldton,1974
"Shalders, Richard Steele",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BC2A8238D0772702482577E50028A7B8?OpenDocument#current,MLA,30 March 1974,Murray,1983
"Sharp, Hon Christine (Chrissy)",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6883D708B3500FA6482577E50028A7B9?OpenDocument#current,MLC,22 May 1997,South West,2005
"Shave, Mr Douglas (Doug) James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E9E37C42DF1F4F11482577E50028A7BA?OpenDocument#current,MLA,4 February 1989,Melville; Alfred Cove,2001
"Shaw, Ms Jessica Jane",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/91E87EA948C490CE482580EA0023A074?OpenDocument#current,MLA,11 March 2017,Swan Hills,
"Shearn, Harry Vivian",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4FF14CA1FA3A1B2A482577E50028A7BB?OpenDocument#current,MLA,15 February 1936,Maylands,1951
"Shenton, George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/32987EB8425F6F6A482577E50028A7BC?OpenDocument#current,MLC,12 October 1870,Greenough,1906
"Sholl, Horace William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B3C4D12EB6724E8F482577E50028A7BD?OpenDocument#current,MLC MLA,14 April 1888,Roebourne,1901
"Sholl, Robert Frederick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C87696B8C337346A482577E50028A7BE?OpenDocument#current,MLC MLA,27 November 1890,Gascoyne; North,1909
"Sibma, Hon Tjorn Dirk",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BA7EF1DC827699A5482580EB0026A42E?OpenDocument#current,MLC,22 May 2017,North Metropolitan,
"Sibson, John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/30902DFEC53AF7FD48257CBD0013E7C7?OpenDocument#current,MLA,7 April 1973,Bunbury,1983
"Simons, John Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E73A155A4E1B5596482577E50028A7C1?OpenDocument#current,MLA,12 March 1921,East Perth,1922
"Simpson, Mr Anthony (Tony) James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/FC65B62590363ED848257C75001FEEE9?OpenDocument#current,MLA,26 February 2005,Serpentine-Jarrahdale; Darling Range,2017
"Simpson, Charles Herbert",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/91ABDBC6B69686AF482577E50028A7C3?OpenDocument#current,MLC,22 May 1946,Central,1963
"Simpson, George Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F8ABB38821BB8EB5482577E50028A7C4?OpenDocument#current,MLA,10 December 1891,Geraldton,1899
"Skidmore, John Edward",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B8866078569A8630482577E50028A7C5?OpenDocument#current,MLA,30 March 1974,Swan,1982
"Sleeman, Joseph Bertram",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6A3FB025D98A42A3482577E50028A7C6?OpenDocument#current,MLA,22 March 1924,Fremantle,1959
"Smith, Hon Charles Leonard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C8898971C84F5C03482580F100109C4A?OpenDocument#current,MLC,11 March 2017,East Metropolitan,
"Smith, Mr David Lawrence",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/599B3E25BCEF17EF482577E50028A7C7?OpenDocument#current,MLA,19 February 1983,Mitchell,1996
"Smith, Edmund Horace",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F92B91F64969822C482577E50028A7C8?OpenDocument#current,MLA,27 October 1905,Beverley,1908
"Smith, Frederick Charles Lee",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3725CE2B9EFA8C26482577E50028A7C9?OpenDocument#current,MLA,14 July 1932,Brown Hill-Ivanhoe,1950
"Smith, Hon Gregory (Greg) David",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/67399221481A10E4482577E50028A7CA?OpenDocument#current,MLC,22 May 1997,Mining and Pastoral,2001
"Smith, Henry Teesdale",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BC72CD6EE723FF2E482577E50028A7CB?OpenDocument#current,MLA,24 April 1901,Wellington,1904
"Smith, James MacCallum",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C3F2893E27CC18CC482577E50028A7CC?OpenDocument#current,MLA,21 October 1914,North Perth,1939
"Smith, John Henry (Kilkar)",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BABB11BB8CBE69DB482577E50028A7CD?OpenDocument#current,MLA,12 March 1921,Nelson,1943
"Smith, Matthew Skinner",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/907EA219EED4AAC448257E5E002925DA?OpenDocument#current,MLC,18 June 1886,Nominated,1887
"Smith, Philip John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/AB012CDF45496B87482577E50028A7CE?OpenDocument#current,MLA,19 February 1983,Bunbury,1993
"Smith, Mr Wayde Shannon",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5F647459A1237B5D482577E50028A7CF?OpenDocument#current,MLA,6 February 1993,Wanneroo,1996
"Snook, Mr Gary",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E91680B290562BE7482577E50028A7D0?OpenDocument#current,MLA,26 February 2005,Moore,2008
"Sodeman, Brian",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/83E325785B7162E1482577E50028A7D1?OpenDocument#current,MLA,30 March 1974,Pilbara,1983
"Solomon, Elias",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5D4FBD1D303A3E3A482577E50028A7D2?OpenDocument#current,MLA,14 October 1892,South Fremantle,1901
"Sommers, Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/868F1F4A545F89EF482577E50028A7D3?OpenDocument#current,MLC,14 May 1900,North-East; Metropolitan,1918
"Speed, James Montgomery",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/FF1162B8A48E73D1482577E50028A7D4?OpenDocument#current,MLC,29 August 1900,Metropolitan-Suburban,1902
"Speight, Richard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6512B353CAF11610482577E50028A7D5?OpenDocument#current,MLA,24 April 1901,North Perth,1901
"Spencer, William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C212FA20A853AB88482577E50028A7D6?OpenDocument#current,MLC,27 July 1896,South West,1901
"Sprigg, Mr Trevor Raymond",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/52DE546C690F1432482577E50028A7D7?OpenDocument#current,MLA,26 February 2005,Murdoch,2008
"Spriggs, George Clarence Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/09EBBF650964891A482577E50028A7D8?OpenDocument#current,MLA,19 February 1977,Darling Range,1987
"Stephens, Matthew Ernest",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E4342A0B3458DA92482577E50028A7DA?OpenDocument#current,MLA,20 February 1971,Stirling,1989
"Stephens, Mr Thomas (Tom) Gregory",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/AEF21C6B50B5CF33482577E50028A7DB?OpenDocument#current,MLC MLA,31 July 1982,North; Mining and Pastoral; Central–Kimberley–Pilbara; Pilbara,2013
"Stephenson, Henry Alfred",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A168A91C8BA6AFDB482577E50028A7DD?OpenDocument#current,MLC,22 May 1924,Metropolitan-Suburban,1930
"Stewart, Hector Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/249D7231697149D1482577E50028A7DE?OpenDocument#current,MLC,19 May 1917,South-East,1931
"Stewart, Jack McKay",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1F758CF381D47A09482577E50028A7DF?OpenDocument#current,MLA,23 March 1968,Merredin-Yilgarn,1971
"Stewart, John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/8ABDB7B8A96367AB482577E50028A7E0?OpenDocument#current,MLA,29 September 1917,Claremont,1918
"Stojkovski, Mrs Jessica Mary Christine",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E867A65C2FA63156482580E50029864A?OpenDocument#current,MLA,11 March 2017,Kingsley,
"Stone, Edward Albert",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/46A4A2C533D5BBD848257E5E002941C0?OpenDocument#current,MLC,24 November 1879,Nominated,1882
"Stone, Frank Mends",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/EFBEE491F187F255482577E50028A7E1?OpenDocument#current,MLC,16 July 1894,North,1906
"Stone, Patrick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/64C7553247DE0E9E482577E50028A7E2?OpenDocument#current,MLA,24 April 1901,Greenough,1926
"Stonehouse, Hon Aaron",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BF6E38DA763BF7CE482580EB00277CEC?OpenDocument#current,MLC,22 May 2017,South Metropolitan,
"Stretch, Hon William (Bill) Noel",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4D41FD22F2C2303B482577E50028A7E3?OpenDocument#current,MLC,22 May 1983,Lower Central; South-West,2005
"Strickland, Mr George Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E1484E46ABB4959D482577E50028A7E4?OpenDocument#current,MLA,4 February 1989,Scarborough; Innaloo,2001
"Strickland, Harry Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/88E750532D1B0FB8482577E50028A7E5?OpenDocument#current,MLC,22 May 1950,North,1970
"Stuart, Julian Alexander Salmon",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1F9219C48C1385B4482577E50028A7E6?OpenDocument#current,MLA,13 November 1906,Mount Leonora,1908
"Stubbs, Bartholomew James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/48AD74BE01C64BC2482577E50028A7E7?OpenDocument#current,MLA,3 October 1911,Subiaco,1917
"Stubbs, Robert Henry Claude",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/042A714D6345A974482577E50028A7E8?OpenDocument#current,MLC,22 May 1962,South-East,1980
"Stubbs, Sydney",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2AD722C488763146482577E50028A7E9?OpenDocument#current,MLC MLA,22 May 1908,Metropolitan-Suburban; Wagin,1947
"Styants, Herbert Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/330B8A958706C3DC482577E50028A7EB?OpenDocument#current,MLA,15 February 1936,Kalgoorlie,1956
"Sulc, Hon Paul",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4469AFEA6E1FAA9C482577E50028A7EC?OpenDocument#current,MLC,24 December 1996,East Metropolitan,1997
"Sutherland, Mr Michael William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3C1DFE44125A97CA48257C8400451396?OpenDocument#current,MLA,6 September 2008,Mt Lawley,2017
"Swan, Herbert Graham",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/0B29DAB9E104F0F3482577E50028A7ED?OpenDocument#current,MLA,11 September 1908,North Perth,1914
"Sweetman, Mr Rodney (Rod) Noel",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C065656258E9429F482577E50028A7EE?OpenDocument#current,MLA,14 December 1996,Ningaloo,2005
"Swinbourn, Hon Matthew Dean",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C57D8C7624ADC790482580EA0024C471?OpenDocument#current,MLC,22 May 2017,East Metropolitan,
"Symon, David",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F109F17B8F8F87A0482577E50028A7EF?OpenDocument#current,MLA,28 November 1890,South Fremantle,1892
"Talbot, Hon Sally Elizabeth",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/AB0949005C132E1248257C750020080D?OpenDocument#current,MLC,22 May 2005,South West,
"Tallentire, Mr Christopher (Chris) John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/679DB3F49F7BD28C48257C84004915E8?OpenDocument#current,MLA,6 September 2008,Thornlie,
"Taylor, Alexander Donald",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/0E3E96BFC7445177482577E50028A7F1?OpenDocument#current,MLA,23 March 1968,Cockburn,1984
"Taylor, George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5473BCC89C7A36D2482577E50028A7F3?OpenDocument#current,MLA,24 April 1901,Mount Margaret,1930
"Taylor, Ian Frederick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D9F56F292CB37AD0482577E50028A7F4?OpenDocument#current,MLA,20 June 1981,Kalgoorlie,1996
"Taylor, John Howard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/69E5D6EE2C280BB5482577E50028A7F6?OpenDocument#current,MLC,27 July 1896,East,1899
"Taylor, Mr Matthew (Matt) Howard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/12069B90685086F348257CD200061307?OpenDocument#current,MLA,9 March 2013,Bateman,2017
"Teahan, John Denis",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/438C33C12366986D482577E50028A7F7?OpenDocument#current,MLC,22 May 1954,North-East,1965
"Teesdale, Frederick William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/75C990310E93E3AA482577E50028A7F8?OpenDocument#current,MLA,18 October 1917,Roebourne,1931
"Telfer, William Francis",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/74A5FC9EF69A30F3482577E50028A7F9?OpenDocument#current,MLA,20 November 1943,Avon,1947
"Templeman, Mr David Alan",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1F68195B08D9810E48257C7500201384?OpenDocument#current,MLA,10 February 2001,Mandurah,
"Thomas, Albert Ernest",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/43287AD0F8944279482577E50028A7FB?OpenDocument#current,MLA,24 April 1901,Dundas,1908
