name,page,electorate,from_to,died
"REILLY, Dianne Ann",https://www.parliament.qld.gov.au/members/former/bio?id=3832988855,Mudgeeraba,17 Feb 2001 - 20 Mar 2009,
"REINHOLD, Carl William Herman",https://www.parliament.qld.gov.au/members/former/bio?id=354196585,Brisbane South,27 Aug 1904 - 18 May 1907,6 September 1928
"REYNOLDS, Hon Michael, AM",https://www.parliament.qld.gov.au/members/former/bio?id=2523506199,Townsville,13 Jun 1998 - 20 Mar 2009,
"RICE, Saxon",https://www.parliament.qld.gov.au/members/former/bio?id=2282839184,Mount Coot-tha,24 Mar 2012 - 30 Jan 2015,
"RICHARDS, Henry",https://www.parliament.qld.gov.au/members/former/bio?id=2822002055,Town Of South Brisbane,27 Apr 1860 - 30 May 1863,3 April 1868
"RICHTER, Sir Harold",https://www.parliament.qld.gov.au/members/former/bio?id=998095618,Somerset,3 Aug 1957 - 27 May 1972,18 June 1979
"RICKUSS, Ian Phillip",https://www.parliament.qld.gov.au/members/former/bio?id=3129490305,Lockyer,7 Feb 2004 - 24 Nov 2017,
"RIORDAN, David",https://www.parliament.qld.gov.au/members/former/bio?id=1116510289,Burke,16 Mar 1918 - 16 Sep 1929,15 October 1936
"RIORDAN, Ernest Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=173577518,"Bowen, Flinders",20 Jun 1936 - 9 Dec 1954,9 December 1954
"RIORDAN, William James",https://www.parliament.qld.gov.au/members/former/bio?id=271216235,Legislative Council,10 Oct 1917 - 23 Mar 1922,15 September 1955
"ROBERTS, Daniel Foley",https://www.parliament.qld.gov.au/members/former/bio?id=2296312912,Legislative Council,23 May 1860 - 26 Jul 1889,26 July 1889
"ROBERTS, Elisa Mary",https://www.parliament.qld.gov.au/members/former/bio?id=1089269646,Gympie,17 Feb 2001 - 9 Sep 2006,
"ROBERTS, Frank Edward",https://www.parliament.qld.gov.au/members/former/bio?id=2678322689,Nundah,3 May 1947 - 19 May 1956,7 June 1992
"ROBERTS, James Henry Cecil",https://www.parliament.qld.gov.au/members/former/bio?id=2317159101,Pittsworth,9 Oct 1920 - 11 May 1923,14 September 1961
"ROBERTS, Lloyd Henry Scurfield",https://www.parliament.qld.gov.au/members/former/bio?id=528463258,Whitsunday,29 Apr 1950 - 11 Apr 1961,11 April 1961
"ROBERTS, Hon Neil Stuart",https://www.parliament.qld.gov.au/members/former/bio?id=2531389859,Nudgee,15 Jul 1995 - 23 Mar 2012,
"ROBERTS, Thomas Robert",https://www.parliament.qld.gov.au/members/former/bio?id=3811087743,"Drayton & Toowoomba, East Toowoomba",18 May 1907 - 2 Jun 1934,2 June 1934
"ROBERTSON, Stephen",https://www.parliament.qld.gov.au/members/former/bio?id=2649732397,"Stretton, Sunnybank",19 Sep 1992 - 23 Mar 2012,
"ROBINSON, Herbert Freemont",https://www.parliament.qld.gov.au/members/former/bio?id=172980598,Sandgate,7 Mar 1953 - 3 Aug 1957,3 June 1969
"ROBSON, Molly Jess",https://www.parliament.qld.gov.au/members/former/bio?id=3018056511,Springwood,2 Dec 1989 - 15 Jul 1995,
"RODGERS, Steven Gordon",https://www.parliament.qld.gov.au/members/former/bio?id=1447436238,Burdekin,17 Feb 2001 - 6 Feb 2004,
"ROGERS, Terence",https://www.parliament.qld.gov.au/members/former/bio?id=33256091,Redcliffe,20 Aug 2005 - 9 Sep 2006,
"ROME, Thomas",https://www.parliament.qld.gov.au/members/former/bio?id=2665418266,Legislative Council,1 Jul 1881 - 24 Jan 1882,14 May 1916
"ROSE, Merri",https://www.parliament.qld.gov.au/members/former/bio?id=1512215138,Currumbin,19 Sep 1992 - 6 Feb 2004,
"ROW, Edward Charles",https://www.parliament.qld.gov.au/members/former/bio?id=876564720,Hinchinbrook,27 May 1972 - 2 Dec 1989,4 July 2007
"ROW, Hon Sir John Alfred, KBE",https://www.parliament.qld.gov.au/members/former/bio?id=4037874374,Hinchinbrook,28 May 1960 - 27 May 1972,15 May 1993
"ROWELL, Marcus Hosking",https://www.parliament.qld.gov.au/members/former/bio?id=2566981024,Hinchinbrook,2 Dec 1989 - 9 Sep 2006,13 April 2018
"ROYDS, Charles James",https://www.parliament.qld.gov.au/members/former/bio?id=2984939531,Leichhardt,27 Apr 1860 - 30 Jan 1872,15 July 1898
"ROYDS, Edmund Molyneux",https://www.parliament.qld.gov.au/members/former/bio?id=3642249471,Leichhardt,14 Apr 1864 - 8 Dec 1875,26 February 1918
"RUSSELL, Charles Wilfred",https://www.parliament.qld.gov.au/members/former/bio?id=1004917000,Dalby,3 May 1947 - 28 Oct 1949,21 October 1977
"RUSSELL, Hugh McDiarmid",https://www.parliament.qld.gov.au/members/former/bio?id=28668886,"Hamilton, Toombul",8 May 1926 - 29 Mar 1941,6 May 1948
"RUSSELL, Wilfred Adams",https://www.parliament.qld.gov.au/members/former/bio?id=830400358,Dalby,8 May 1926 - 8 Jan 1932,8 January 1932
"RUTHENBERG, Trevor John",https://www.parliament.qld.gov.au/members/former/bio?id=1264376009,Kallangur,24 Mar 2012 - 30 Jan 2015,
"RUTLEDGE, Sir Arthur",https://www.parliament.qld.gov.au/members/former/bio?id=787546223,"Charters Towers, Enoggera, Kennedy, Maranoa",14 Nov 1878 - 27 Aug 1904,8 February 1917
"RYAN, Cornelius James",https://www.parliament.qld.gov.au/members/former/bio?id=940572545,Eacham,16 Jan 1926 - 11 May 1929,27 November 1939
"RYAN, Daniel",https://www.parliament.qld.gov.au/members/former/bio?id=3079566144,Townsville,22 May 1915 - 9 Oct 1920,11 December 1952
"RYAN, Henry Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=3302056960,Cook,22 May 1915 - 11 May 1929,17 January 1942
"RYAN, Hon Thomas Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=680428364,Barcoo,2 Oct 1909 - 14 Oct 1919,1 August 1921
"RYAN, Thomas Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=903103368,Barcoo,5 Mar 1892 - 20 May 1893,
"RYLAND, George",https://www.parliament.qld.gov.au/members/former/bio?id=3633352507,Gympie,1 Mar 1899 - 27 Apr 1912,19 October 1920
"SALKELD, William",https://www.parliament.qld.gov.au/members/former/bio?id=1332030695,"Fassifern, Ipswich",10 Aug 1883 - 18 Apr 1893,28 June 1901
"SANDEMAN, Alfred",https://www.parliament.qld.gov.au/members/former/bio?id=2880996462,Port Curtis,15 Oct 1861 - 11 Apr 1863,26 January 1883
"SANDEMAN, Gordon",https://www.parliament.qld.gov.au/members/former/bio?id=2999359140,"Legislative Council, Leichhardt",30 May 1863 - 18 Aug 1886,14 March 1897
"SANTORO, Santo",https://www.parliament.qld.gov.au/members/former/bio?id=1001345616,"Clayfield, Merthyr",13 May 1989 - 17 Feb 2001,
"SAYERS, Robert John",https://www.parliament.qld.gov.au/members/former/bio?id=2853158095,Charters Towers,24 Aug 1888 - 18 Apr 1893,12 May 1919
"SCASSOLA, Guelfi Paul",https://www.parliament.qld.gov.au/members/former/bio?id=3718256059,Mount Gravatt,12 Nov 1977 - 22 Oct 1983,27 August 2002
"SCHUNTNER, Lyle Thomas",https://www.parliament.qld.gov.au/members/former/bio?id=1789750556,Mount Coot-tha,1 Nov 1986 - 2 Dec 1989,
"SCHWARTEN, Hon Robert Evan",https://www.parliament.qld.gov.au/members/former/bio?id=1792847417,"Rockhampton North, Rockhampton",2 Dec 1989 - 23 Mar 2012,
"SCOTT, Christine Margaret",https://www.parliament.qld.gov.au/members/former/bio?id=312511189,Charters Towers,17 Feb 2001 - 7 Feb 2004,
"SCOTT, Desley Carleton",https://www.parliament.qld.gov.au/members/former/bio?id=2615693113,Woodridge,17 Feb 2001 - 30 Jan 2015,
"SCOTT, John",https://www.parliament.qld.gov.au/members/former/bio?id=2931592607,"Clermont, Legislative Council, Leichhardt, Springsure",22 Jun 1868 - 26 Jun 1890,2 July 1898
"SCOTT, Robert William",https://www.parliament.qld.gov.au/members/former/bio?id=296097189,Cook,12 Nov 1977 - 2 Dec 1989,19 January 2011
"SCOTT, Thomas Alison",https://www.parliament.qld.gov.au/members/former/bio?id=140979704,Murilla,27 Aug 1904 - 18 May 1907,21 October 1946
"SCOTT, Walter",https://www.parliament.qld.gov.au/members/former/bio?id=1199845966,"Burnett, Mulgrave",7 Nov 1871 - 14 Nov 1878,7 October 1890
"SCOTT-YOUNG, Dr Norman Reginald",https://www.parliament.qld.gov.au/members/former/bio?id=2798640825,Townsville,27 May 1972 - 22 Oct 1983,29 August 1996
"SEENEY, Jeffrey William",https://www.parliament.qld.gov.au/members/former/bio?id=1531116030,Callide,13 Jun 1998 - 24 Nov 2017,
"SHAW, Eric Frank",https://www.parliament.qld.gov.au/members/former/bio?id=1541809611,"Manly, Wynnum",12 Nov 1977 - 2 Dec 1989,
"SHAW, Frederick",https://www.parliament.qld.gov.au/members/former/bio?id=4054854477,Logan,19 Oct 1875 - 12 Apr 1876,19 March 1902
"SHEAFFE, Roger Hale",https://www.parliament.qld.gov.au/members/former/bio?id=3858534917,Burke,14 Nov 1878 - 10 Aug 1883,1 December 1895
"SHELDON, Joan Mary",https://www.parliament.qld.gov.au/members/former/bio?id=1324484081,"Caloundra, Landsborough",28 Jul 1990 - 7 Feb 2004,
"SHERIDAN, Richard Bingham",https://www.parliament.qld.gov.au/members/former/bio?id=602846179,Maryborough,10 Aug 1883 - 28 Apr 1888,8 June 1897
"SHERLOCK, Alan Frederick, OBE, OAM",https://www.parliament.qld.gov.au/members/former/bio?id=1279537051,Ashgrove,1 Nov 1986 - 2 Dec 1989,11 December 2016
"SHERRIN, Craig Arden",https://www.parliament.qld.gov.au/members/former/bio?id=3513475212,Mansfield,1 Nov 1986 - 2 Dec 1989,
"SHERRINGTON, Douglas John",https://www.parliament.qld.gov.au/members/former/bio?id=3342398818,Salisbury,28 May 1960 - 7 Dec 1974,25 March 1999
"SHINE, Kerry Gerard",https://www.parliament.qld.gov.au/members/former/bio?id=1354308494,Toowoomba North,17 Feb 2001 - 23 Mar 2012,
"SHORTEN, Anthony",https://www.parliament.qld.gov.au/members/former/bio?id=2352430896,Algester,24 Mar 2012 - 30 Jan 2015,
"SHUTTLEWORTH, Dale Eric",https://www.parliament.qld.gov.au/members/former/bio?id=1041609566,Ferny Grove,24 Mar 2012 - 30 Jan 2015,
"SIM, George Charles",https://www.parliament.qld.gov.au/members/former/bio?id=2819984876,Carpentaria,10 Mar 1896 - 25 Mar 1899,17 May 1922
"SIMPSON, George Morris",https://www.parliament.qld.gov.au/members/former/bio?id=3764170265,Dalby,14 Nov 1878 - 20 Jan 1882,22 August 1919
"SIMPSON, Gordon Leslie",https://www.parliament.qld.gov.au/members/former/bio?id=120242034,Cooroora,7 Dec 1974 - 2 Dec 1989,10 May 2017
"SIMPSON, Henry George",https://www.parliament.qld.gov.au/members/former/bio?id=2387688,Legislative Council,29 Jul 1868 - 29 Apr 1882,30 August 1898
"SIMPSON, Dr Stephen",https://www.parliament.qld.gov.au/members/former/bio?id=3497635450,Legislative Council,23 May 1860 - 3 Feb 1865,11 March 1869
"SIZER, Hon Hubert Ebenezer",https://www.parliament.qld.gov.au/members/former/bio?id=2940207436,"Nundah, Sandgate",16 Mar 1918 - 11 May 1935,4 May 1973
"SKINNER, Alexander James",https://www.parliament.qld.gov.au/members/former/bio?id=3945680293,Somerset,7 Mar 1953 - 3 Aug 1957,3 October 1968
"SKIRVING, Alexander",https://www.parliament.qld.gov.au/members/former/bio?id=3676269540,Legislative Council,18 Aug 1919 - 23 Mar 1922,28 June 1935
"SLACK, Douglas John",https://www.parliament.qld.gov.au/members/former/bio?id=2377157269,Burnett,1 Nov 1986 - 17 Feb 2001,
"SLESSAR, Aubrey Robert",https://www.parliament.qld.gov.au/members/former/bio?id=3417356499,Dalby,2 Apr 1938 - 3 May 1947,2 December 1973
"SMALL, Sir Andrew Bruce, OSJ",https://www.parliament.qld.gov.au/members/former/bio?id=3658894958,Surfers Paradise,27 May 1972 - 12 Nov 1977,1 May 1980
"SMART, Edward Lithgow",https://www.parliament.qld.gov.au/members/former/bio?id=828816567,Drayton & Toowoomba,1 Oct 1904 - 18 May 1907,28 November 1948
"SMITH, Alfred James",https://www.parliament.qld.gov.au/members/former/bio?id=944943869,Carpentaria,29 Mar 1941 - 28 May 1960,9 July 1983
"SMITH, Christine Anne",https://www.parliament.qld.gov.au/members/former/bio?id=3384902903,Burleigh,17 Feb 2001 - 23 Mar 2012,
"SMITH, Hon Geoffrey Norman",https://www.parliament.qld.gov.au/members/former/bio?id=1738935009,"Townsville East, Townsville West, Townsville",29 Nov 1980 - 13 Jun 1998,
"SMITH, James Thorneloe",https://www.parliament.qld.gov.au/members/former/bio?id=4024325321,Legislative Council,23 Aug 1888 - 14 Mar 1902,14 March 1902
"SMITH, John Gordon",https://www.parliament.qld.gov.au/members/former/bio?id=959405547,Legislative Council,19 Feb 1920 - 19 Jun 1921,19 June 1921
"SMITH, Percy Raymund",https://www.parliament.qld.gov.au/members/former/bio?id=1779510789,Windsor,3 Aug 1957 - 10 Mar 1969,10 February 2002
"SMITH, Richard Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=3806538452,Legislative Council,3 Jul 1863 - 12 Jun 1866,15 November 1883
"SMITH, Robert Harrison",https://www.parliament.qld.gov.au/members/former/bio?id=3593304073,"Bowen, Legislative Council",28 Apr 1888 - 11 Nov 1911,11 November 1911
"SMITH, Mrs Tarnya",https://www.parliament.qld.gov.au/members/former/bio?id=1462258751,Mount Ommaney,24 Mar 2012 - 24 Nov 2017,
"SMITH, Hon William Forgan",https://www.parliament.qld.gov.au/members/former/bio?id=4071790762,Mackay,22 May 1915 - 9 Dec 1942,23 September 1953
"SMYTH, Joseph Capel",https://www.parliament.qld.gov.au/members/former/bio?id=150393024,Legislative Council,5 May 1882 - 16 Jul 1910,14 August 1914
"SMYTH, Kenneth William",https://www.parliament.qld.gov.au/members/former/bio?id=1442838007,Bowen,1 Nov 1986 - 19 Sep 1992,
"SMYTH, William",https://www.parliament.qld.gov.au/members/former/bio?id=1951010777,Gympie,7 Sep 1883 - 11 Mar 1899,17 July 1899
"SOMERSET, Henry Plantagenet",https://www.parliament.qld.gov.au/members/former/bio?id=568531861,Stanley,27 Aug 1904 - 9 Oct 1920,11 April 1936
"SPARKES, Sir Walter Beresford James Gordon",https://www.parliament.qld.gov.au/members/former/bio?id=1163550828,"Aubigny, Dalby",11 Jun 1932 - 28 May 1960,15 June 1974
"SPENCE, Hon Judith Caroline",https://www.parliament.qld.gov.au/members/former/bio?id=3324409777,"Mount Gravatt, Sunnybank",2 Dec 1989 - 23 Mar 2012,
"SPENCER, Thomas Alfred",https://www.parliament.qld.gov.au/members/former/bio?id=230257426,Maranoa,27 Aug 1904 - 9 Oct 1920,10 June 1937
"SPRINGBORG, Hon Lawrence James",https://www.parliament.qld.gov.au/members/former/bio?id=323082802,"Carnarvon, Southern Downs, Warwick",2 Dec 1989 - 24 Nov 2017,
"STEPHAN, Leonard William",https://www.parliament.qld.gov.au/members/former/bio?id=2060174741,Gympie,1 Sep 1979 - 17 Feb 2001,2 September 2012
"STEPHENS, Thomas Blacket",https://www.parliament.qld.gov.au/members/former/bio?id=756580163,"Legislative Council, South Brisbane, Town Of South Brisbane",30 May 1863 - 26 Aug 1877,26 August 1877
"STEPHENS, William",https://www.parliament.qld.gov.au/members/former/bio?id=1234358526,"Brisbane South, Legislative Council, Wooloongabba",28 Apr 1888 - 23 Mar 1922,30 April 1925
"STEPHENSON, Alfred John",https://www.parliament.qld.gov.au/members/former/bio?id=4123204699,"Ipswich, Legislative Council",10 Mar 1896 - 4 Dec 1914,4 December 1914
"STEVENS, Ernest James",https://www.parliament.qld.gov.au/members/former/bio?id=1098530013,"Legislative Council, Logan, Warrego",14 Nov 1878 - 7 Sep 1920,3 March 1922
"STEVENS, Henry Moreton",https://www.parliament.qld.gov.au/members/former/bio?id=3283148560,Rosewood,16 Sep 1911 - 16 Mar 1918,15 November 1935
"STEVENSON, John",https://www.parliament.qld.gov.au/members/former/bio?id=2353452849,"Clermont, Normanby",4 Feb 1876 - 18 Apr 1893,15 August 1912
"STEWART, James Charles",https://www.parliament.qld.gov.au/members/former/bio?id=960440369,Rockhampton North,10 Mar 1896 - 5 Jun 1901,20 December 1931
"STEWART, Mark Adrian",https://www.parliament.qld.gov.au/members/former/bio?id=748270036,Sunnybank,24 Mar 2012 - 30 Jan 2015,
"STEWART, Robert Muter",https://www.parliament.qld.gov.au/members/former/bio?id=2852489184,Brisbane City,4 Nov 1873 - 1 Feb 1878,17 September 1908
"STODART, James",https://www.parliament.qld.gov.au/members/former/bio?id=343829946,Logan,15 Aug 1896 - 16 Mar 1918,20 June 1922
"STONE, Barbara Gwendoline",https://www.parliament.qld.gov.au/members/former/bio?id=3145850163,Springwood,17 Feb 2001 - 23 Mar 2012,
"STONEMAN, Mark David",https://www.parliament.qld.gov.au/members/former/bio?id=930073665,Burdekin,22 Oct 1983 - 13 Jun 1998,
"STOPFORD, James",https://www.parliament.qld.gov.au/members/former/bio?id=3367803921,"Maryborough, Mount Morgan",22 May 1915 - 30 Nov 1936,30 November 1936
"STORY, George William Bennett",https://www.parliament.qld.gov.au/members/former/bio?id=2533616148,Balonne,10 Mar 1896 - 27 Aug 1904,3 June 1931
"STRONG, Trevor Leonard",https://www.parliament.qld.gov.au/members/former/bio?id=936520776,Burnett,17 Feb 2001 - 7 Feb 2004,
"STRUTHERS, Karen Lee",https://www.parliament.qld.gov.au/members/former/bio?id=20121885,"Algester, Archerfield",13 Jun 1998 - 23 Mar 2012,
"STUBLEY, Francis Horace",https://www.parliament.qld.gov.au/members/former/bio?id=348339096,Kennedy,14 Nov 1878 - 10 Aug 1883,23 February 1886
"STUCKEY, Mrs Janet Anne",https://www.parliament.qld.gov.au/members/former/bio?id=4017181880,Currumbin,7 Feb 2004 - 1 Feb 2020,
"STUMM, Jacob",https://www.parliament.qld.gov.au/members/former/bio?id=532763084,Gympie,10 Mar 1896 - 1 Mar 1899,23 January 1921
"SULLIVAN, Carryn Elizabeth",https://www.parliament.qld.gov.au/members/former/bio?id=2464172765,Pumicestone,17 Feb 2001 - 23 Mar 2012,
"SULLIVAN, Jonathon Harold",https://www.parliament.qld.gov.au/members/former/bio?id=2304651544,"Caboolture, Glass House",2 Dec 1989 - 13 Jun 1998,
"SULLIVAN, Terry",https://www.parliament.qld.gov.au/members/former/bio?id=2403952062,"Chermside, Nundah, Stafford",18 May 1991 - 9 Sep 2006,
"SULLIVAN, Hon Victor Bruce",https://www.parliament.qld.gov.au/members/former/bio?id=1711531916,Condamine,28 May 1960 - 22 Oct 1983,29 January 1993
"SUMMERVILLE, William Henry",https://www.parliament.qld.gov.au/members/former/bio?id=2257250046,Stanley,11 Mar 1902 - 27 Aug 1904,21 May 1919
"SUMNER, Richard",https://www.parliament.qld.gov.au/members/former/bio?id=215178764,"Legislative Council, Nundah",18 May 1907 - 23 Mar 1922,11 June 1927
"SWAN, James",https://www.parliament.qld.gov.au/members/former/bio?id=1429568615,Legislative Council,18 Apr 1878 - 26 May 1891,26 May 1891
"SWANWICK, Frederick ffoulkes",https://www.parliament.qld.gov.au/members/former/bio?id=3901791157,Bulimba,14 Nov 1878 - 4 Jul 1882,20 September 1913
"SWAYNE, Edward Bowdich",https://www.parliament.qld.gov.au/members/former/bio?id=1556819258,"Mackay, Mirani",18 May 1907 - 11 May 1935,15 June 1946
"SYMES, Neil Aaron",https://www.parliament.qld.gov.au/members/former/bio?id=3981637071,Lytton,24 Mar 2012 - 30 Jan 2015,
"SZCZERBANIK, John",https://www.parliament.qld.gov.au/members/former/bio?id=4262604646,Albert,2 Dec 1989 - 15 Jul 1995,
"TANTI, Francis John",https://www.parliament.qld.gov.au/members/former/bio?id=2308841816,Mundingburra,3 Feb 1996 - 13 Jun 1998,
"TAYLOR, Charles",https://www.parliament.qld.gov.au/members/former/bio?id=3045878422,Windsor,16 Mar 1918 - 11 May 1935,27 April 1944
"TAYLOR, George Cuthbert",https://www.parliament.qld.gov.au/members/former/bio?id=1056816199,Enoggera,11 Jun 1932 - 15 Apr 1944,2 January 1957
"TAYLOR, Harold Bourne",https://www.parliament.qld.gov.au/members/former/bio?id=2231565826,"Clayfield, Hamilton",3 May 1947 - 1 Jun 1963,6 December 1972
"TAYLOR, James",https://www.parliament.qld.gov.au/members/former/bio?id=811929214,"Legislative Council, Western Downs",27 Apr 1860 - 17 Aug 1893,19 October 1895
"TAYLOR, John Russell",https://www.parliament.qld.gov.au/members/former/bio?id=3556983364,"Balonne, Maranoa",15 Apr 1944 - 3 Aug 1957,26 March 1961
"TAYLOR, Dr William Frederick",https://www.parliament.qld.gov.au/members/former/bio?id=405626570,Legislative Council,17 Apr 1886 - 23 Mar 1922,29 June 1927
"TEDMAN, George",https://www.parliament.qld.gov.au/members/former/bio?id=892371533,Maree,11 May 1929 - 11 Jun 1932,15 July 1976
"TENNI, Hon Martin James",https://www.parliament.qld.gov.au/members/former/bio?id=1576811246,Barron River,7 Dec 1974 - 10 Nov 1989,20 October 2019
"THACKERAY, Mervyn Herbert",https://www.parliament.qld.gov.au/members/former/bio?id=1475511721,"Keppel, Rockhampton North",3 Aug 1957 - 27 May 1972,7 June 2014
"THEODORE, Edward Granville",https://www.parliament.qld.gov.au/members/former/bio?id=103138251,"Chillagoe, Woothakata",2 Oct 1909 - 22 Sep 1925,9 February 1950
"THEODORE, Stephen",https://www.parliament.qld.gov.au/members/former/bio?id=1940845795,Herbert,9 Nov 1940 - 29 Apr 1950,17 October 1950
"THOMAS, Lewis",https://www.parliament.qld.gov.au/members/former/bio?id=3614819784,"Bundamba, Legislative Council",13 May 1893 - 16 Feb 1913,16 February 1913
"THOMPSON, Andrew",https://www.parliament.qld.gov.au/members/former/bio?id=1266142240,Wide Bay,16 Mar 1918 - 9 Oct 1920,15 January 1961
"THOMPSON, George Henry",https://www.parliament.qld.gov.au/members/former/bio?id=2528548624,Legislative Council,19 Feb 1920 - 23 Mar 1922,9 June 1940
"THOMPSON, John Malbon",https://www.parliament.qld.gov.au/members/former/bio?id=3000675435,"Bremer, Ipswich",14 Sep 1868 - 27 Jul 1881,30 May 1908
"THORN, George (Jnr)",https://www.parliament.qld.gov.au/members/former/bio?id=1089650515,"Fassifern, Ipswich, Legislative Council, Northern Downs, West Moreton",18 Jun 1867 - 11 Mar 1902,15 January 1905
"THORN, George (Snr)",https://www.parliament.qld.gov.au/members/former/bio?id=970111492,West Moreton,27 Apr 1860 - 3 Apr 1861,28 April 1876
"THORN, Henry",https://www.parliament.qld.gov.au/members/former/bio?id=1167824838,Northern Downs,18 Jun 1867 - 30 Oct 1876,19 April 1880
"THORN, John",https://www.parliament.qld.gov.au/members/former/bio?id=1646639560,Fassifern,24 Jan 1874 - 12 Mar 1878,30 April 1896
"THORN, William",https://www.parliament.qld.gov.au/members/former/bio?id=1729500681,Aubigny,4 Aug 1894 - 27 Apr 1912,1 February 1935
"THORNTON, Edmond Lambert",https://www.parliament.qld.gov.au/members/former/bio?id=167392765,"Eastern Downs, Warwick",14 Sep 1868 - 4 Nov 1873,13 March 1901
"THORNTON, William",https://www.parliament.qld.gov.au/members/former/bio?id=1104665311,Legislative Council,26 Sep 1866 - 27 Jun 1884,27 June 1884
"THYNNE, Andrew Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=1163172630,Legislative Council,26 Jan 1882 - 23 Mar 1922,27 February 1927
"TOLMIE, James",https://www.parliament.qld.gov.au/members/former/bio?id=347638046,"Drayton & Toowoomba, Toowoomba",22 Jun 1901 - 16 Mar 1918,5 April 1939
"TOMKINS, Hon Kenneth Burgoyne",https://www.parliament.qld.gov.au/members/former/bio?id=3226176079,Roma,24 Jun 1967 - 22 Oct 1983,20 July 1990
"TOOTH, Nicholas Edward Nelson",https://www.parliament.qld.gov.au/members/former/bio?id=2057232543,Burrum,18 Apr 1893 - 11 Mar 1902,17 August 1913
"TOOTH, Hon Sir Seymour Douglas",https://www.parliament.qld.gov.au/members/former/bio?id=3490074426,"Ashgrove, Kelvin Grove",3 Aug 1957 - 7 Dec 1974,3 July 1982
"TOZER, Sir Horace",https://www.parliament.qld.gov.au/members/former/bio?id=423284286,Wide Bay,8 Jul 1871 - 2 Mar 1898,20 August 1916
"TOZER, Vivian Hoyles",https://www.parliament.qld.gov.au/members/former/bio?id=2190139359,Gympie,11 May 1929 - 11 May 1935,5 September 1954
"TRAVERS, Roderick",https://www.parliament.qld.gov.au/members/former/bio?id=1695554851,Clermont,11 Sep 1866 - 12 Oct 1866,19 July 1894
"TROUT, Michael John",https://www.parliament.qld.gov.au/members/former/bio?id=704206751,Barron River,24 Mar 2012 - 30 Jan 2015,
"TROUT, Richard",https://www.parliament.qld.gov.au/members/former/bio?id=940146184,Enoggera,25 Feb 1911 - 22 May 1915,30 June 1932
"TUCKER, Percy John Robert",https://www.parliament.qld.gov.au/members/former/bio?id=2271987440,"Townsville North, Townsville West",28 May 1960 - 7 Dec 1974,20 August 1980
"TURLEY, Joseph Henry Lewis",https://www.parliament.qld.gov.au/members/former/bio?id=1357010454,Brisbane South,18 Apr 1893 - 11 Mar 1902,5 June 1929
"TURNER, Henry",https://www.parliament.qld.gov.au/members/former/bio?id=1356724775,"Legislative Council, Rockhampton North",29 Jun 1901 - 23 Mar 1922,9 August 1932
"TURNER, John Albert",https://www.parliament.qld.gov.au/members/former/bio?id=3287335609,Kelvin Grove,29 Mar 1941 - 3 Aug 1957,9 August 1971
"TURNER, John Sargent",https://www.parliament.qld.gov.au/members/former/bio?id=3020480852,Legislative Council,18 Apr 1878 - 30 Jul 1900,29 July 1900
"TURNER, Kenneth",https://www.parliament.qld.gov.au/members/former/bio?id=3602113753,Thuringowa,13 Jun 1998 - 17 Feb 2001,
"TURNER, Hon Neil John",https://www.parliament.qld.gov.au/members/former/bio?id=1198133197,"Nicklin, Warrego",7 Dec 1974 - 12 Jun 1998,4 July 2011
"TYREL, John de Poix",https://www.parliament.qld.gov.au/members/former/bio?id=1329092699,Carnarvon,8 Jan 1876 - 1 Oct 1883,15 July 1885
"TYSON, James",https://www.parliament.qld.gov.au/members/former/bio?id=250070632,Legislative Council,23 May 1893 - 4 Dec 1898,4 December 1898
"UNDERWOOD, David Francis",https://www.parliament.qld.gov.au/members/former/bio?id=2602140957,Ipswich West,12 Nov 1977 - 2 Dec 1989,
"UNMACK, Theodore",https://www.parliament.qld.gov.au/members/former/bio?id=3060443943,Toowong,20 Apr 1888 - 18 Apr 1893,17 September 1919
"VAN LITSENBURG, Elisabeth Cornelia Maria",https://www.parliament.qld.gov.au/members/former/bio?id=679901195,Redcliffe,9 Sep 2006 - 23 Mar 2012,
"VAUGHAN, Kenneth Hamilton",https://www.parliament.qld.gov.au/members/former/bio?id=3399881249,Nudgee,12 Nov 1977 - 15 Jul 1995,22 June 2011
"VEIVERS, Thomas Robert",https://www.parliament.qld.gov.au/members/former/bio?id=4040500675,Ashgrove,22 Oct 1983 - 1 Nov 1986,
"VEIVERS, AM, Michael Desmond",https://www.parliament.qld.gov.au/members/former/bio?id=2707934987,Southport,20 Jun 1987 - 17 Feb 2001,
"VOWLES, William John",https://www.parliament.qld.gov.au/members/former/bio?id=2969919571,Dalby,26 Apr 1911 - 8 May 1926,28 August 1943
"WAKEFIELD, Hiram",https://www.parliament.qld.gov.au/members/former/bio?id=2427199938,Moreton,13 May 1885 - 17 May 1888,25 June 1905
"WALKER, Adam",https://www.parliament.qld.gov.au/members/former/bio?id=4168679690,Balonne,4 Nov 1873 - 27 May 1874,15 August 1902
"WALKER, Hon Harry Frederick",https://www.parliament.qld.gov.au/members/former/bio?id=764160370,"Cooroora, Wide Bay",18 May 1907 - 3 May 1947,23 October 1950
